imdbId,title,movieBudget,movieProfit,actors
tt0272543,Censor,56,500,Shammi Kapoor
tt0272543,Censor,56,500,Rekha
tt0272607,Farz,250,83,Sunny Deol
tt0272607,Farz,250,83,Preity Zinta
tt0272607,Farz,250,83,Jackie Shroff
tt0272607,Farz,250,83,Om Puri
tt0272735,Mujhe Meri Biwi Se Bachaao,52,458,Rekha
tt0272735,Mujhe Meri Biwi Se Bachaao,52,458,Naseeruddin Shah
tt0272735,Mujhe Meri Biwi Se Bachaao,52,458,Arshad Warsi
tt0272735,Mujhe Meri Biwi Se Bachaao,52,458,Suman Ranganathan
tt0272736,Mujhse Dosti Karoge!,209,485,Rani Mukerji
tt0272736,Mujhse Dosti Karoge!,209,485,Hrithik Roshan
tt0272736,Mujhse Dosti Karoge!,209,485,Kareena Kapoor
tt0272736,Mujhse Dosti Karoge!,209,485,Uday Chopra
tt0273164,Daman: A Victim of Marital Violence,76,246,Raveena Tandon
tt0273164,Daman: A Victim of Marital Violence,76,246,Sayaji Shinde
tt0273164,Daman: A Victim of Marital Violence,76,246,Sanjay Suri
tt0273164,Daman: A Victim of Marital Violence,76,246,Raima Sen
tt0273406,Aashiq,127,246,Bobby Deol
tt0273406,Aashiq,127,246,Rahul Dev
tt0273406,Aashiq,127,246,Dinesh Hingoo
tt0273406,Aashiq,127,246,Vrajesh Hirjee
tt0273535,Dil Ne Phir Yaad Kiya,53,91,Sadashiv Amrapurkar
tt0273535,Dil Ne Phir Yaad Kiya,53,91,Vinay Anand
tt0273535,Dil Ne Phir Yaad Kiya,53,91,Pooja Batra
tt0273535,Dil Ne Phir Yaad Kiya,53,91,Govinda
tt0274019,Pyaar Diwana Hota Hai,68,136,Rani Mukerji
tt0274019,Pyaar Diwana Hota Hai,68,136,Govinda
tt0274019,Pyaar Diwana Hota Hai,68,136,Om Puri
tt0274019,Pyaar Diwana Hota Hai,68,136,Laxmikant Berde
tt0275381,Grahan,163,292,Jackie Shroff
tt0275381,Grahan,163,292,Manisha Koirala
tt0275381,Grahan,163,292,Anupama Verma
tt0275381,Grahan,163,292,Prasad Purandhare
tt0277981,Rahul,204,340,Neha
tt0277981,Rahul,204,340,Rajeshwari Sachdev
tt0277981,Rahul,204,340,Gulshan Grover
tt0277981,Rahul,204,340,Nina Kulkarni
tt0278291,Ajnabee,208,485,Akshay Kumar
tt0278291,Ajnabee,208,485,Bobby Deol
tt0278291,Ajnabee,208,485,Kareena Kapoor
tt0278291,Ajnabee,208,485,Bipasha Basu
tt0278522,Jodi No.1,240,493,Sanjay Dutt
tt0278522,Jodi No.1,240,493,Govinda
tt0278522,Jodi No.1,240,493,Twinkle Khanna
tt0278522,Jodi No.1,240,493,Monica Bedi
tt0279021,Chhupa Rustam: A Musical Thriller,155,416,Tinnu Anand
tt0279021,Chhupa Rustam: A Musical Thriller,155,416,Raj Babbar
tt0279021,Chhupa Rustam: A Musical Thriller,155,416,Laxmikant Berde
tt0279021,Chhupa Rustam: A Musical Thriller,155,416,Avtar Gill
tt0280720,The Guru,11,282,Jimi Mistry
tt0280720,The Guru,11,282,Heather Graham
tt0280720,The Guru,11,282,Marisa Tomei
tt0280720,The Guru,11,282,Michael McKean
tt0281102,Pyaar Tune Kya Kiya...,228,492,Fardeen Khan
tt0281102,Pyaar Tune Kya Kiya...,228,492,Ravi Baswani
tt0281102,Pyaar Tune Kya Kiya...,228,492,Kannu Gill
tt0281102,Pyaar Tune Kya Kiya...,228,492,Sonali Kulkarni
tt0283911,Bas Itna Sa Khwaab Hai...,157,85,Rani Mukerji
tt0283911,Bas Itna Sa Khwaab Hai...,157,85,Abhishek Bachchan
tt0283911,Bas Itna Sa Khwaab Hai...,157,85,Sushmita Sen
tt0283911,Bas Itna Sa Khwaab Hai...,157,85,Jackie Shroff
tt0284137,Gadar: Ek Prem Katha,31,254,Sunny Deol
tt0284137,Gadar: Ek Prem Katha,31,254,Ameesha Patel
tt0284137,Gadar: Ek Prem Katha,31,254,Amrish Puri
tt0284137,Gadar: Ek Prem Katha,31,254,Lillete Dubey
tt0284328,Mujhe Kucch Kehna Hai,83,88,Tusshar Kapoor
tt0284328,Mujhe Kucch Kehna Hai,83,88,Kareena Kapoor
tt0284328,Mujhe Kucch Kehna Hai,83,88,Amrish Puri
tt0284328,Mujhe Kucch Kehna Hai,83,88,Rinke Khanna
tt0285319,Paagalpan,247,348,Karan Nath
tt0285319,Paagalpan,247,348,Aarti Agarwal
tt0285319,Paagalpan,247,348,Vilas Ujawane
tt0285319,Paagalpan,247,348,Bharat Dabholkar
tt0287537,Love Ke Liye Kuch Bhi Karega,78,354,Saif Ali Khan
tt0287537,Love Ke Liye Kuch Bhi Karega,78,354,Fardeen Khan
tt0287537,Love Ke Liye Kuch Bhi Karega,78,354,Aftab Shivdasani
tt0287537,Love Ke Liye Kuch Bhi Karega,78,354,Sonali Bendre
tt0288273,Uljhan,182,200,Puru Rajkumar
tt0288273,Uljhan,182,200,Dipti Bhatnagar
tt0288273,Uljhan,182,200,Kanchan
tt0288273,Uljhan,182,200,Laxmikant Berde
tt0289845,Aks,14,221,Amitabh Bachchan
tt0289845,Aks,14,221,Raveena Tandon
tt0289845,Aks,14,221,Manoj Bajpayee
tt0289845,Aks,14,221,Nandita Das
tt0290326,Tum Bin...: Love Will Find a Way,75,300,Priyanshu Chatterjee
tt0290326,Tum Bin...: Love Will Find a Way,75,300,Himanshu Malik
tt0290326,Tum Bin...: Love Will Find a Way,75,300,Sandali Sinha
tt0290326,Tum Bin...: Love Will Find a Way,75,300,Raqesh Vashisth
tt0291376,Nayak: The Real Hero,36,401,Anil Kapoor
tt0291376,Nayak: The Real Hero,36,401,Rani Mukerji
tt0291376,Nayak: The Real Hero,36,401,Amrish Puri
tt0291376,Nayak: The Real Hero,36,401,Johnny Lever
tt0292490,Dil Chahta Hai,144,455,Aamir Khan
tt0292490,Dil Chahta Hai,144,455,Saif Ali Khan
tt0292490,Dil Chahta Hai,144,455,Akshaye Khanna
tt0292490,Dil Chahta Hai,144,455,Preity Zinta
tt0292552,Hum Ho Gaye Aap Ke,11,204,Fardeen Khan
tt0292552,Hum Ho Gaye Aap Ke,11,204,Reema Sen
tt0292552,Hum Ho Gaye Aap Ke,11,204,Apoorva Agnihotri
tt0292552,Hum Ho Gaye Aap Ke,11,204,Suman Ranganathan
tt0292740,Yeh Raaste Hain Pyaar Ke,118,156,Ajay Devgn
tt0292740,Yeh Raaste Hain Pyaar Ke,118,156,Madhuri Dixit
tt0292740,Yeh Raaste Hain Pyaar Ke,118,156,Preity Zinta
tt0292740,Yeh Raaste Hain Pyaar Ke,118,156,Vikram Gokhale
tt0293342,Lajja,208,287,Rekha
tt0293342,Lajja,208,287,Anil Kapoor
tt0293342,Lajja,208,287,Jackie Shroff
tt0293342,Lajja,208,287,Madhuri Dixit
tt0294662,Kaante,158,120,Amitabh Bachchan
tt0294662,Kaante,158,120,Sanjay Dutt
tt0294662,Kaante,158,120,Sunil Shetty
tt0294662,Kaante,158,120,Mahesh Manjrekar
tt0295603,Shirdi Sai Baba,167,172,Sudhir Dalvi
tt0295603,Shirdi Sai Baba,167,172,Dharmendra
tt0295603,Shirdi Sai Baba,167,172,Vikram Gokhale
tt0295603,Shirdi Sai Baba,167,172,Rohini Hattangadi
tt0296535,Bollywood Bound,172,391,Neeru Bajwa
tt0296535,Bollywood Bound,172,391,Ruby Bhatia
tt0296535,Bollywood Bound,172,391,Vekeana Dhillon
tt0296535,Bollywood Bound,172,391,Vikram Dhillon
tt0296574,Company,51,119,Ajay Devgn
tt0296574,Company,51,119,Mohanlal
tt0296574,Company,51,119,Manisha Koirala
tt0296574,Company,51,119,Seema Biswas
tt0297983,Ittefaq,165,487,Sunil Shetty
tt0297983,Ittefaq,165,487,Mukul Dev
tt0297983,Ittefaq,165,487,Pooja Batra
tt0297983,Ittefaq,165,487,Anupama Verma
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,71,170,Sunil Shetty
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,71,170,Mahima Chaudhry
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,71,170,Paresh Rawal
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,71,170,Saurabh Shukla
tt0298607,Yeh Zindagi Ka Safar,36,488,Ameesha Patel
tt0298607,Yeh Zindagi Ka Safar,36,488,Jimmy Shergill
tt0298607,Yeh Zindagi Ka Safar,36,488,Nafisa Ali
tt0298607,Yeh Zindagi Ka Safar,36,488,Gulshan Grover
tt0299108,Rehnaa Hai Terre Dil Mein,186,331,Madhavan
tt0299108,Rehnaa Hai Terre Dil Mein,186,331,Saif Ali Khan
tt0299108,Rehnaa Hai Terre Dil Mein,186,331,Dia Mirza
tt0299108,Rehnaa Hai Terre Dil Mein,186,331,Vrajesh Hirjee
tt0300028,Indian,242,421,Malaika Arora
tt0300028,Indian,242,421,Raj Babbar
tt0300028,Indian,242,421,Rana Jung Bahadur
tt0300028,Indian,242,421,Balwant Bansal
tt0301179,Deewaanapan,197,124,Arjun Rampal
tt0301179,Deewaanapan,197,124,Dia Mirza
tt0301179,Deewaanapan,197,124,Vinod Khanna
tt0301179,Deewaanapan,197,124,Om Puri
tt0301240,Moksha: Salvation,176,284,Arjun Rampal
tt0301240,Moksha: Salvation,176,284,Manisha Koirala
tt0301240,Moksha: Salvation,176,284,Kalpana Pandit
tt0301240,Moksha: Salvation,176,284,Suresh Oberoi
tt0301250,Tera Mera Saath Rahen,25,432,Ajay Devgn
tt0301250,Tera Mera Saath Rahen,25,432,Sonali Bendre
tt0301250,Tera Mera Saath Rahen,25,432,Namrata Shirodkar
tt0301250,Tera Mera Saath Rahen,25,432,Prem Chopra
tt0302524,Ehsaas: The Feeling,134,289,Anand Raj Anand
tt0302524,Ehsaas: The Feeling,134,289,Sunidhi Chauhan
tt0302524,Ehsaas: The Feeling,134,289,Nagesh Haldankar
tt0302524,Ehsaas: The Feeling,134,289,Shakti Kapoor
tt0303187,Veer Savarkar,190,375,Shailendra Gaur
tt0303187,Veer Savarkar,190,375,Pankaj Berry
tt0303187,Veer Savarkar,190,375,Tom Alter
tt0303187,Veer Savarkar,190,375,Hemant Birje
tt0305173,Aamdani Atthanni Kharcha Rupaiya,68,346,Govinda
tt0305173,Aamdani Atthanni Kharcha Rupaiya,68,346,Juhi Chawla
tt0305173,Aamdani Atthanni Kharcha Rupaiya,68,346,Tabu
tt0305173,Aamdani Atthanni Kharcha Rupaiya,68,346,Chandrachur Singh
tt0305455,Pitaah,191,167,Sanjay Dutt
tt0305455,Pitaah,191,167,Nandita Das
tt0305455,Pitaah,191,167,Sachin Khedekar
tt0305455,Pitaah,191,167,Tanvi Hegde
tt0306434,Aankhen,191,376,Amitabh Bachchan
tt0306434,Aankhen,191,376,Akshay Kumar
tt0306434,Aankhen,191,376,Sushmita Sen
tt0306434,Aankhen,191,376,Arjun Rampal
tt0306840,Koi Mere Dil Se Poochhe,177,378,Jaya Bhaduri
tt0306840,Koi Mere Dil Se Poochhe,177,378,Aftab Shivdasani
tt0306840,Koi Mere Dil Se Poochhe,177,378,Sanjay Kapoor
tt0306840,Koi Mere Dil Se Poochhe,177,378,Juliet Alburque
tt0306855,Style,132,467,Sharman Joshi
tt0306855,Style,132,467,Sahil Khan
tt0306855,Style,132,467,Riya Sen
tt0306855,Style,132,467,Shillpi Sharma
tt0307116,Maa Tujhhe Salaam,135,495,Sunny Deol
tt0307116,Maa Tujhhe Salaam,135,495,Tabu
tt0307116,Maa Tujhhe Salaam,135,495,Arbaaz Khan
tt0307116,Maa Tujhhe Salaam,135,495,Tinnu Verma
tt0307682,Yeh Dil Aashiqanaa,14,296,Jividha Sharma
tt0307682,Yeh Dil Aashiqanaa,14,296,Mohan Azaad
tt0307682,Yeh Dil Aashiqanaa,14,296,Arun Bakshi
tt0307682,Yeh Dil Aashiqanaa,14,296,Rajat Bedi
tt0307866,Filhaal...,250,269,Tabu
tt0307866,Filhaal...,250,269,Sushmita Sen
tt0307866,Filhaal...,250,269,Sanjay Suri
tt0307866,Filhaal...,250,269,Palash Sen
tt0308347,Haan Maine Bhi Pyaar Kiya,19,420,Akshay Kumar
tt0308347,Haan Maine Bhi Pyaar Kiya,19,420,Karisma Kapoor
tt0308347,Haan Maine Bhi Pyaar Kiya,19,420,Abhishek Bachchan
tt0308347,Haan Maine Bhi Pyaar Kiya,19,420,Kader Khan
tt0309087,Yeh Mohabbat Hai,61,212,Akanksha Malhotra
tt0309087,Yeh Mohabbat Hai,61,212,Rahul Bhat
tt0309087,Yeh Mohabbat Hai,61,212,Nasir Khan
tt0309087,Yeh Mohabbat Hai,61,212,Pinky Campbell
tt0310254,Tumko Na Bhool Paayenge,83,359,Salman Khan
tt0310254,Tumko Na Bhool Paayenge,83,359,Sushmita Sen
tt0310254,Tumko Na Bhool Paayenge,83,359,Dia Mirza
tt0310254,Tumko Na Bhool Paayenge,83,359,Sharat Saxena
tt0311411,Kranti,94,431,Vinod Khanna
tt0311411,Kranti,94,431,Bobby Deol
tt0311411,Kranti,94,431,Ameesha Patel
tt0311411,Kranti,94,431,Rati Agnihotri
tt0312664,Escape from Taliban,167,274,Manisha Koirala
tt0312664,Escape from Taliban,167,274,Nawab Shah
tt0312664,Escape from Taliban,167,274,Vineeta Malik
tt0312664,Escape from Taliban,167,274,Prithvi Zutshi
tt0312883,Kya Yehi Pyaar Hai,140,437,Jackie Shroff
tt0312883,Kya Yehi Pyaar Hai,140,437,Aftab Shivdasani
tt0312883,Kya Yehi Pyaar Hai,140,437,Ameesha Patel
tt0312883,Kya Yehi Pyaar Hai,140,437,Anupama Verma
tt0313395,Kitne Door... Kitne Paas,176,215,Fardeen Khan
tt0313395,Kitne Door... Kitne Paas,176,215,Amrita Arora
tt0313395,Kitne Door... Kitne Paas,176,215,Satish Shah
tt0313395,Kitne Door... Kitne Paas,176,215,Tiku Talsania
tt0313743,Vadh,101,145,Nana Patekar
tt0313743,Vadh,101,145,Anupama Verma
tt0313743,Vadh,101,145,Puru Rajkumar
tt0313743,Vadh,101,145,Nakhul
tt0313844,16-Dec,102,351,Danny Denzongpa
tt0313844,16-Dec,102,351,Gulshan Grover
tt0313844,16-Dec,102,351,Milind Soman
tt0313844,16-Dec,102,351,Dipannita Sharma
tt0314006,Dum,73,118,Vivek Oberoi
tt0314006,Dum,73,118,Dia Mirza
tt0314006,Dum,73,118,Atul Kulkarni
tt0314006,Dum,73,118,Mukesh Rishi
tt0314008,Durga,222,461,J.D. Chakravarthi
tt0314008,Durga,222,461,Snehal Dabi
tt0314008,Durga,222,461,Jayaprakash
tt0314008,Durga,222,461,Priyanka
tt0314186,Humko Tumse Pyaar Hai,237,189,Arjun Rampal
tt0314186,Humko Tumse Pyaar Hai,237,189,Ameesha Patel
tt0314186,Humko Tumse Pyaar Hai,237,189,Bobby Deol
tt0314186,Humko Tumse Pyaar Hai,237,189,Achint Kaur
tt0315632,Road,233,299,Manoj Bajpayee
tt0315632,Road,233,299,Vivek Oberoi
tt0315632,Road,233,299,Antara Mali
tt0315632,Road,233,299,Sayaji Shinde
tt0315767,Angaar: The Fire,186,472,Vinay Anand
tt0315767,Angaar: The Fire,186,472,Rana Jung Bahadur
tt0315767,Angaar: The Fire,186,472,Rajat Bedi
tt0315767,Angaar: The Fire,186,472,Sanober Kabir
tt0315777,Ansh: The Deadly Part,134,438,Om Puri
tt0315777,Ansh: The Deadly Part,134,438,Ashutosh Rana
tt0315777,Ansh: The Deadly Part,134,438,Abbas
tt0315777,Ansh: The Deadly Part,134,438,Sharbani Mukherji
tt0316154,Lal Salaam,224,283,Nandita Das
tt0316154,Lal Salaam,224,283,Sharad S. Kapoor
tt0316154,Lal Salaam,224,283,Makrand Deshpande
tt0316154,Lal Salaam,224,283,Vijay Raaz
tt0316911,Yeh Kaisi Mohabbat,153,337,Krishna Abhishek
tt0316911,Yeh Kaisi Mohabbat,153,337,Viveka Babajee
tt0316911,Yeh Kaisi Mohabbat,153,337,Sheeba Bhakri
tt0316911,Yeh Kaisi Mohabbat,153,337,Deeksha
tt0317811,Kasam,250,84,Naseeruddin Shah
tt0317811,Kasam,250,84,Sunny Deol
tt0317811,Kasam,250,84,Chunky Pandey
tt0317811,Kasam,250,84,Neelam
tt0319020,Awara Paagal Deewana,130,368,Akshay Kumar
tt0319020,Awara Paagal Deewana,130,368,Sunil Shetty
tt0319020,Awara Paagal Deewana,130,368,Aftab Shivdasani
tt0319020,Awara Paagal Deewana,130,368,Preeti Jhangiani
tt0319736,The Legend of Bhagat Singh,219,295,Ajay Devgn
tt0319736,The Legend of Bhagat Singh,219,295,Sushant Singh
tt0319736,The Legend of Bhagat Singh,219,295,D. Santosh
tt0319736,The Legend of Bhagat Singh,219,295,Akhilendra Mishra
tt0321067,Ab Ke Baras,72,280,Arya Babbar
tt0321067,Ab Ke Baras,72,280,Amrita Rao
tt0321067,Ab Ke Baras,72,280,Ashutosh Rana
tt0321067,Ab Ke Baras,72,280,Shakti Kapoor
tt0322653,Mere Yaar Ki Shaadi Hai,123,230,Uday Chopra
tt0322653,Mere Yaar Ki Shaadi Hai,123,230,Tulip Joshi
tt0322653,Mere Yaar Ki Shaadi Hai,123,230,Jimmy Shergill
tt0322653,Mere Yaar Ki Shaadi Hai,123,230,Bipasha Basu
tt0323013,Lakshya,35,126,Amitabh Bachchan
tt0323013,Lakshya,35,126,Hrithik Roshan
tt0323013,Lakshya,35,126,Preity Zinta
tt0323013,Lakshya,35,126,Sharad S. Kapoor
tt0324951,23rd March 1931: Shaheed,47,396,Bobby Deol
tt0324951,23rd March 1931: Shaheed,47,396,Sunny Deol
tt0324951,23rd March 1931: Shaheed,47,396,Amrita Singh
tt0324951,23rd March 1931: Shaheed,47,396,Rahul Dev
tt0325041,Badhaai Ho Badhaai,16,350,Anil Kapoor
tt0325041,Badhaai Ho Badhaai,16,350,Anang Desai
tt0325041,Badhaai Ho Badhaai,16,350,Rohini Hattangadi
tt0325041,Badhaai Ho Badhaai,16,350,Vinay Jain
tt0326576,Humraaz,37,157,Bobby Deol
tt0326576,Humraaz,37,157,Akshaye Khanna
tt0326576,Humraaz,37,157,Ameesha Patel
tt0326576,Humraaz,37,157,Johnny Lever
tt0326600,Maine Dil Tujhko Diya,39,478,Sohail Khan
tt0326600,Maine Dil Tujhko Diya,39,478,Sameera Reddy
tt0326600,Maine Dil Tujhko Diya,39,478,Sanjay Dutt
tt0326600,Maine Dil Tujhko Diya,39,478,Kabir Bedi
tt0326805,Chori Chori,18,297,Ajay Devgn
tt0326805,Chori Chori,18,297,Sonali Bendre
tt0326805,Chori Chori,18,297,Rani Mukerji
tt0326805,Chori Chori,18,297,Kamini Kaushal
tt0326983,Jaani Dushman: Ek Anokhi Kahani,105,272,Akshay Kumar
tt0326983,Jaani Dushman: Ek Anokhi Kahani,105,272,Atul Agnihotri
tt0326983,Jaani Dushman: Ek Anokhi Kahani,105,272,Raj Babbar
tt0326983,Jaani Dushman: Ek Anokhi Kahani,105,272,Rajat Bedi
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,145,56,Vikram Gokhale
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,145,56,Dinesh Hingoo
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,145,56,Adi Irani
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,145,56,Farida Jalal
tt0327005,Kyaa Dil Ne Kahaa,158,362,Rajesh Khanna
tt0327005,Kyaa Dil Ne Kahaa,158,362,Tusshar Kapoor
tt0327005,Kyaa Dil Ne Kahaa,158,362,Esha Deol
tt0327005,Kyaa Dil Ne Kahaa,158,362,Raj Babbar
tt0327071,Om Jai Jagadish,61,217,Waheeda Rehman
tt0327071,Om Jai Jagadish,61,217,Anil Kapoor
tt0327071,Om Jai Jagadish,61,217,Fardeen Khan
tt0327071,Om Jai Jagadish,61,217,Abhishek Bachchan
tt0328503,Taj Mahal: An Eternal Love Story,30,63,Zulfi Sayed
tt0328503,Taj Mahal: An Eternal Love Story,30,63,Sonya Jehan
tt0328503,Taj Mahal: An Eternal Love Story,30,63,Kabir Bedi
tt0328503,Taj Mahal: An Eternal Love Story,30,63,Arbaaz Khan
tt0328671,Yeh Hai Jalwa,122,135,Rishi Kapoor
tt0328671,Yeh Hai Jalwa,122,135,Salman Khan
tt0328671,Yeh Hai Jalwa,122,135,Ameesha Patel
tt0328671,Yeh Hai Jalwa,122,135,Rati Agnihotri
tt0328729,Dil Maange More!!!,184,103,Shahid Kapoor
tt0328729,Dil Maange More!!!,184,103,Smita Jaykar
tt0328729,Dil Maange More!!!,184,103,Ayesha Takia
tt0328729,Dil Maange More!!!,184,103,Tulip Joshi
tt0328998,Dil Hai Tumhaara,103,237,Arjun Rampal
tt0328998,Dil Hai Tumhaara,103,237,Preity Zinta
tt0328998,Dil Hai Tumhaara,103,237,Mahima Chaudhry
tt0328998,Dil Hai Tumhaara,103,237,Jimmy Shergill
tt0329620,Soch,175,191,Sanjay Kapoor
tt0329620,Soch,175,191,Raveena Tandon
tt0329620,Soch,175,191,Aditi Govitrikar
tt0329620,Soch,175,191,Arbaaz Khan
tt0330082,Boom,101,253,Amitabh Bachchan
tt0330082,Boom,101,253,Jackie Shroff
tt0330082,Boom,101,253,Gulshan Grover
tt0330082,Boom,101,253,Padma Lakshmi
tt0330217,Dil Ka Rishta,210,147,Arjun Rampal
tt0330217,Dil Ka Rishta,210,147,Aishwarya Rai Bachchan
tt0330217,Dil Ka Rishta,210,147,Priyanshu Chatterjee
tt0330217,Dil Ka Rishta,210,147,Rakhee Gulzar
tt0330783,Pran Jaaye Par Shaan Na Jaaye,181,105,Raveena Tandon
tt0330783,Pran Jaaye Par Shaan Na Jaaye,181,105,Namrata Shirodkar
tt0330783,Pran Jaaye Par Shaan Na Jaaye,181,105,Rinke Khanna
tt0330783,Pran Jaaye Par Shaan Na Jaaye,181,105,Divya Dutta
tt0330843,Saathiya,61,415,Vivek Oberoi
tt0330843,Saathiya,61,415,Rani Mukerji
tt0330843,Saathiya,61,415,Tanuja
tt0330843,Saathiya,61,415,Satish Shah
tt0331216,Chor Machaaye Shor,119,451,Bobby Deol
tt0331216,Chor Machaaye Shor,119,451,Om Puri
tt0331216,Chor Machaaye Shor,119,451,Paresh Rawal
tt0331216,Chor Machaaye Shor,119,451,Shekhar Suman
tt0331256,Gunaah,231,492,Bipasha Basu
tt0331256,Gunaah,231,492,Dino Morea
tt0331256,Gunaah,231,492,Ashutosh Rana
tt0331256,Gunaah,231,492,Banjara
tt0331421,Akhiyon Se Goli Maare,114,167,Govinda
tt0331421,Akhiyon Se Goli Maare,114,167,Raveena Tandon
tt0331421,Akhiyon Se Goli Maare,114,167,Kader Khan
tt0331421,Akhiyon Se Goli Maare,114,167,Shakti Kapoor
tt0331453,Chhal,155,491,Kay Kay Menon
tt0331453,Chhal,155,491,Jaya Seal
tt0331453,Chhal,155,491,Naved Aslam
tt0331453,Chhal,155,491,Shri Vallabh Vyas
tt0331479,Ek Chhotisi Love Story,165,231,Saroj Bhargava
tt0331479,Ek Chhotisi Love Story,165,231,Manisha Koirala
tt0331479,Ek Chhotisi Love Story,165,231,Aditya Seal
tt0331479,Ek Chhotisi Love Story,165,231,Ranvir Shorey
tt0331639,Shakthi: The Power,63,387,Karisma Kapoor
tt0331639,Shakthi: The Power,63,387,Nana Patekar
tt0331639,Shakthi: The Power,63,387,Sanjay Kapoor
tt0331639,Shakthi: The Power,63,387,Jai Gidwani
tt0331851,Armaan,75,316,Amitabh Bachchan
tt0331851,Armaan,75,316,Anil Kapoor
